filename,L,A,B,cluster
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00356.jpg,120.7059821685361,153.42821397756686,133.0663215415588,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00357.jpg,104.8610815589553,144.3508698323269,131.63985495302455,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00358.jpg,131.31727736812252,152.87850255246738,136.6939307997731,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00359.jpg,126.65688741970625,141.1456995104116,137.84232999010806,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00360.jpg,141.97806074325598,150.85083946425203,135.59568006036596,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00361.jpg,131.86755540166206,151.09220144659895,134.20952600800246,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00362.jpg,129.80609977540976,141.7880608782912,130.07624121947723,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00363.jpg,133.84654650796062,140.33489469565114,133.2380357205434,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00364.jpg,128.03654678037324,143.84973427264862,146.12800642689407,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00365.jpg,124.36302189350032,145.85958015445095,140.11566729337912,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00366.jpg,117.31712139185449,150.12360616844603,138.6322261763543,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00367.jpg,122.10821199625344,143.95324112931675,141.75024632339526,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00368.jpg,97.55548057604712,144.05610171311136,140.67495360642914,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00369.jpg,109.07859138171848,149.682905695515,140.6604417774559,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00370.jpg,147.72099200806065,139.67286862534064,134.13873686138908,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00371.jpg,116.44823073194377,151.98565196316045,135.06854095976732,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00372.jpg,148.9965064183237,142.71410017618928,135.81765919959727,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00373.jpg,104.45355952947575,151.27386618616984,143.01908954919426,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00374.jpg,138.71531253489812,149.1212068913006,133.54349702033483,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00375.jpg,112.44418607438661,144.88925913051816,131.67610782821322,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00376.jpg,93.94404992183152,144.5957630037892,134.70103871326745,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00377.jpg,104.1403024911032,150.0584816132859,134.14178529062872,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00378.jpg,116.52786525200652,149.82177866059462,141.95988566445425,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00379.jpg,119.07276080346907,141.5449135224044,132.69056472112845,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00380.jpg,135.87171355927467,137.36484032298623,136.82768014305273,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00381.jpg,132.96749132247768,153.8179933375265,139.64331306636848,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00382.jpg,116.09972644108679,141.39069899695065,129.50908431301414,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00383.jpg,114.35830428374237,146.19520155347075,141.27554219404348,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00384.jpg,135.66628990139142,138.5604188590508,130.52055969131231,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00385.jpg,140.98395692423122,142.2395096600501,137.16503183237523,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00386.jpg,117.70024525593644,142.3065925247799,132.90932311621967,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00387.jpg,142.30863879317363,144.61438804026372,139.58101581789077,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00388.jpg,111.07283646934799,141.17215602338433,136.23304475609368,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00389.jpg,116.8978465324778,146.96728487298935,129.8096686296915,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00390.jpg,120.68588744251305,150.42937875126665,136.22655701925325,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00391.jpg,112.14138452435738,146.41355597922555,132.92977450529222,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00392.jpg,116.25885800367321,151.1868589942013,135.6006108256464,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00393.jpg,115.03391408790942,145.41059933332434,139.92207722101512,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00394.jpg,113.35745108470769,148.6874150263049,134.9409587988414,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00395.jpg,117.1291033775556,147.69628917515863,134.43672370697942,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00396.jpg,126.21416586235058,145.10952557725147,141.13785730195264,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00397.jpg,108.0517489086589,148.92392385478257,136.55031220644307,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00398.jpg,120.72685231584222,145.54582289355,138.95857971221992,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00399.jpg,90.13082185362197,138.38554426549928,138.18111838494184,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00400.jpg,132.93926283583517,150.49161009656754,131.4934984224113,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00401.jpg,104.36754899979793,155.1152180815749,133.19539300868863,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00402.jpg,132.00544173264768,142.29272440345005,140.62296955350584,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00403.jpg,112.19874551424766,145.50836154401375,140.10602132829098,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00404.jpg,124.9745528639348,151.75723341634594,134.50310165270545,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00405.jpg,136.34444308431912,135.30574999165378,125.09442360979736,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00406.jpg,121.10004458314756,148.1105483727151,139.47261703076236,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00407.jpg,116.29201599812575,143.6993657646803,131.19493950499523,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00408.jpg,103.04748645775325,150.3650584721308,142.48947839146797,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00409.jpg,140.99020818377602,150.22879157693228,126.83380713089255,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00410.jpg,152.65354590797486,141.7974521872213,134.18919216498023,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00411.jpg,126.61444376152427,148.16028477770948,139.4762036467937,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00412.jpg,150.99612484289904,153.2454964390448,132.03533724340176,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00413.jpg,124.15110753710067,143.8280088700441,133.94529327192532,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00414.jpg,112.79439092515533,148.92646639685344,135.04288890155618,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00415.jpg,144.07116164638606,141.59154199082386,128.06473834696456,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00416.jpg,125.42031407288101,149.21403261526072,132.72494463458827,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00417.jpg,91.828899075343,151.3728242206575,143.1757950947498,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00418.jpg,118.41874919678011,138.56209035785636,128.36372133235196,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00419.jpg,141.6448240017936,148.64582271773025,136.61816440087236,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00420.jpg,137.77095327508883,135.28491177976753,129.5243866482519,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00421.jpg,100.73432598769108,139.89919925881807,136.664191648468,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00422.jpg,70.7724519303942,135.65667901171935,131.85621226726192,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00423.jpg,129.17477594864297,142.9660586029365,134.8256848662048,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00424.jpg,117.79812496013946,152.17980824422287,136.97570101405216,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00425.jpg,132.94101195016526,140.60036564842056,137.22826389645613,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00426.jpg,75.59651515889641,140.76432665919683,134.3648203179552,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00427.jpg,98.51478591112243,142.67517310052568,137.3069726512748,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00428.jpg,130.08242327812732,151.7181601215014,135.03452182927123,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00429.jpg,110.44953363454789,142.02806918885378,131.65988287537087,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00430.jpg,98.62788437349921,155.8724700985661,131.36229331991674,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00431.jpg,77.66432901462024,148.08368001901817,139.96537105273583,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00432.jpg,127.32376661742984,138.86459379615954,126.27175775480059,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00433.jpg,118.14944746535696,149.7063538110723,139.0194567754645,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00434.jpg,122.81237680683311,141.26830445137978,136.2977373521682,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00435.jpg,108.68502265532865,150.83899199304824,138.97882192290982,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00436.jpg,77.4425573698949,150.62730479688693,140.77110230206932,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00437.jpg,136.36359294636296,149.31570536370316,137.7200587803086,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00438.jpg,97.09724678791923,143.04733856165527,133.32337727348573,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00439.jpg,117.18390201224847,143.86409448818898,128.49193350831146,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00440.jpg,144.4581357715941,138.39649650895677,132.1892971517161,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00441.jpg,107.07207735130383,147.87660904385194,143.76976267213595,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00442.jpg,116.36346411768463,149.67081089136312,134.21733761948354,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00443.jpg,123.83170932712818,150.78870952103935,135.05557979445413,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00444.jpg,114.55216761101595,152.42195282645935,132.90217419949929,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00445.jpg,127.6768175772546,137.64524208453525,123.00263416993418,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00446.jpg,130.19653103523507,150.9937384095124,133.59033489691285,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00447.jpg,126.99326739330455,137.61734729987967,122.99114410078562,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00448.jpg,129.58611361587015,150.18203336339045,133.01731289449955,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00449.jpg,100.70650492944134,148.38992122559443,134.9097839744829,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00450.jpg,115.18568554583811,142.26646455614855,135.3257984296851,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00451.jpg,130.52969609087063,138.71462751495378,129.84808168690714,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00452.jpg,122.25888768298171,149.4801598856447,135.8869947322445,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00453.jpg,137.79958027282265,147.66729625743267,135.55106680657573,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00454.jpg,97.09530762593748,138.81265348111768,130.87114223136658,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00455.jpg,129.3275539430972,147.77968302463242,141.7118770288333,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00456.jpg,112.8703133525606,139.51380661002418,135.28937368462078,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00457.jpg,115.10484863401427,149.79497907949792,133.8359709574206,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00458.jpg,151.64526647634253,145.4845959220122,138.6013881935894,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00459.jpg,91.50556002460607,141.44991245918706,135.2936954841559,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00460.jpg,133.80062015877996,147.79865350739607,140.39877174778601,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00461.jpg,132.6740159673227,142.88680529768536,133.90958039361308,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00462.jpg,103.73236361574232,160.732023363956,159.50490529658614,3
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00463.jpg,154.12085448205852,140.86463344661695,140.36085095114092,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00464.jpg,71.6208401763333,150.0423977871899,146.57500648284207,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00465.jpg,143.3186653259949,139.45063770110076,132.40258520321763,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00466.jpg,124.33291751527494,153.2935081466395,133.14366089613034,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00467.jpg,91.29467599435084,147.6968831083522,138.1196286443109,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00468.jpg,110.01739362728365,146.4901975334293,142.41433044923645,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00469.jpg,97.77397853961801,147.80371820545776,137.54686612667007,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00470.jpg,115.1842416247561,144.08849314315552,131.5457306180779,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00471.jpg,144.53260950536352,144.31262105184743,128.77106302145413,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00472.jpg,134.304966528292,152.01553910019072,136.51924155727588,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00473.jpg,147.4627044711014,142.34449291166848,142.82213740458016,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00474.jpg,127.09279716642311,143.67766824362818,129.53195204716022,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00475.jpg,120.10821145932258,152.15997467553024,131.93542260208926,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00476.jpg,99.30722365756581,143.4942741428671,135.28617065847357,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00477.jpg,84.59531918768782,145.91907840815955,140.88649485474912,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00478.jpg,104.22305088994736,141.54322302999915,136.93302414974514,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00479.jpg,118.96760167559256,140.7473531647136,131.5741732506142,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00480.jpg,112.12252211306506,150.61972520364998,143.24518407160087,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00481.jpg,96.42237436270939,146.03954843408593,142.02428259286233,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00482.jpg,119.28130502837018,140.34473439639993,129.58671248288007,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00483.jpg,98.43492256469061,152.07590180014645,143.56974704005083,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00484.jpg,125.84888199811041,150.5909542382325,139.01574650548704,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00485.jpg,124.19372990353698,148.1593362425356,142.69426580921757,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00486.jpg,100.13512703872185,153.580272939088,134.49717075335627,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00487.jpg,126.99642224420772,144.9079561926236,133.9481513011067,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00488.jpg,95.62563706408764,144.52458967053252,129.06356595368996,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00489.jpg,111.92674920392933,146.1397273073755,128.14304682985602,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00490.jpg,136.24345667237074,147.1261817263725,127.99625494431508,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00491.jpg,134.34586973349553,143.24015260422425,137.04650005529138,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00492.jpg,128.71149107258657,149.75660369201503,134.86703990316025,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00493.jpg,128.2834909405905,152.43376885873096,132.55411824153612,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00494.jpg,91.6038864587166,142.46852813321885,132.33499584372402,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00495.jpg,87.82907075873828,143.51885369532428,134.04823267099482,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00496.jpg,139.27971509835322,138.3488252587299,134.87859413465904,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00497.jpg,107.18514653784219,137.1849919484702,131.47771980676328,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00498.jpg,107.71004155629541,142.97224719920288,131.7448540669275,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00499.jpg,140.15452538631345,136.57146962394035,133.2092558485834,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00500.jpg,155.0769584829237,140.33526650096658,134.67201611995867,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00501.jpg,127.10749019758592,139.19854693626507,137.39520066118243,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00502.jpg,121.01354171540873,149.3237284170137,133.90650882036405,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00503.jpg,106.04922661100407,149.83621012631127,142.58449743095696,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00504.jpg,123.86715673405094,151.1384532478479,139.0674855950588,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00505.jpg,84.02465342640842,142.39742896470358,136.92125897158587,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00506.jpg,137.15084031492884,146.07511103260322,138.63821035631372,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00507.jpg,150.27854677436574,141.56255559904636,132.31067857524107,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00508.jpg,142.28197831026162,142.94506125125898,137.22789450261166,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00509.jpg,145.16285577230573,147.19754357211386,130.99372401662936,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00510.jpg,114.81373989713445,147.99613757769527,136.13499612764858,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00511.jpg,146.27130085171666,136.11258530392,142.39456170978153,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00512.jpg,87.33503147416191,148.66965305226174,141.89571073049333,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00513.jpg,150.2640116635973,147.64713014119093,136.53928790669121,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00514.jpg,128.3010840413361,142.11888820120407,130.60783210487818,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00515.jpg,117.91990311651219,145.4001484053426,130.82265561560217,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00516.jpg,109.63812238753383,150.33585304527475,144.22299450681444,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00517.jpg,108.17798029886752,135.98934530590364,128.16660188970047,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00518.jpg,97.76003511429359,141.41486505095014,134.6553291104379,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00519.jpg,136.1807137189303,139.67777563318964,132.2701430440284,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00520.jpg,98.79246054460708,145.46359356564605,132.62196418349825,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00521.jpg,136.61149478071957,150.74076690746597,133.44382429305685,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00522.jpg,127.27157201129589,151.42675321619078,135.3421909319109,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00523.jpg,101.08978163280834,153.92454792158057,134.48540414415785,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00524.jpg,125.58331810858841,144.46433257486422,142.6549353086748,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00525.jpg,92.44524153703424,140.10213812595742,127.52390558588104,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00526.jpg,68.75499780477097,131.90345382701597,127.51513244548515,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00527.jpg,114.1044279796978,156.66299126849853,128.3069151935904,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00528.jpg,110.17676185891374,148.8832763096814,142.19385176142907,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00529.jpg,120.10189760996113,151.1909393081374,144.38555424631997,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00530.jpg,132.25387259149636,146.79198512301747,127.99756593872007,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00531.jpg,97.63008322232248,144.92647501181727,131.18135590792545,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00532.jpg,147.79136268343817,152.20119496855347,129.7850104821803,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00533.jpg,114.25946602941782,138.53312595278317,130.89252605990688,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00534.jpg,120.2832069448475,145.72676113207072,138.44268355772022,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00535.jpg,123.25450677093815,136.82532608799823,136.88141993233853,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00536.jpg,139.7627530175332,136.0258679055868,125.53752947493754,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00537.jpg,121.72010364521861,144.29998779048472,128.42649193493685,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00538.jpg,111.43698635737941,145.27238902593598,130.08639417769479,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00539.jpg,100.50194523417626,145.11451443962292,128.07610354631154,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00540.jpg,93.22106393642156,139.4061573709458,133.96937065941148,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00541.jpg,143.80684220641936,148.1760522775322,133.49052120280257,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00542.jpg,85.3136090024675,148.7121819353419,148.44958901095447,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00543.jpg,105.13896137561565,144.2312797027564,132.1478268383306,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00544.jpg,105.80430599426352,147.21337544929747,139.57864672209516,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00545.jpg,133.42780657148444,143.51987580676706,135.44149716409154,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00546.jpg,116.34567085261071,143.39665620956407,135.47757928935144,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00547.jpg,75.02136418482505,146.4993541060402,135.4924409113493,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00548.jpg,127.47766048613275,142.6883180118417,133.51401332190713,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00549.jpg,152.0729090242113,147.45676815847395,131.62243213499633,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00550.jpg,104.75314095936335,142.0749443870038,140.1282702008334,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00551.jpg,133.743414579814,151.61257866305297,135.34750969945608,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00552.jpg,142.44985878319213,152.1058201058201,140.2347775681109,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00553.jpg,89.62066584463625,145.49621043978627,150.01196876284422,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00554.jpg,78.31735882165266,144.50833510581728,136.30126023609486,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00555.jpg,141.68072311892212,140.63538351218406,123.27045251544239,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00556.jpg,128.60466409609967,137.81868851648622,133.96752187453654,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00557.jpg,136.06600446982867,150.18564688353612,133.92386391854978,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00558.jpg,124.24018386459318,145.98515765959274,144.899733654094,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00559.jpg,113.69634951840798,140.6783587683691,133.9255335700041,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00560.jpg,112.82969384737505,139.42848915936435,127.65501408582234,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00561.jpg,112.91897244920953,149.0772442093528,137.0414862957648,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00562.jpg,115.43462028961659,151.00788834951456,139.6610786572322,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00563.jpg,118.72015581207543,153.1396133200323,137.04345399268442,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00564.jpg,102.77702687301985,146.6946299546418,135.91457160440362,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00565.jpg,116.97214911720367,153.67600991389222,141.23404962056367,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00566.jpg,119.5375948738562,145.01163313077814,132.1650982432081,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00567.jpg,128.1673972060404,142.33684463548443,140.85316158588316,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00568.jpg,113.5078614265201,145.51904721682575,139.41900257019776,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00569.jpg,98.89652407196805,143.17714985565567,132.87894030851777,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00570.jpg,121.42221536863292,152.66121806317565,136.5821673213648,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00571.jpg,104.57660206251755,143.40538100397256,127.76858874041973,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00572.jpg,119.2636732644265,147.44661115063258,141.59356125594564,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00573.jpg,117.71682821441084,149.17278991007825,133.856452177975,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00574.jpg,128.4870730768587,138.87245435833933,135.39143894643485,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00575.jpg,97.92811179836366,143.22766082601024,133.44264808113937,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00576.jpg,90.24906637454563,147.93895334362395,141.00831549071353,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00577.jpg,130.9119626585576,144.52180200104198,134.1458145048963,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00578.jpg,135.017912146365,160.06349657962122,165.53026385779143,3
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00579.jpg,89.76403577970612,146.9087590752898,133.61257370539235,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00580.jpg,131.2122873646033,141.85153073062315,133.11820879483201,0
